Loop,1
Step,1
Setting
(11:51:32.584),CH1,=,4,V,0.045,A
Reading
(11:51:33.124),[0.6777144],CH1,=,1.376,V,0.046,A
(11:51:33.361),[0.9150142],CH1,=,1.415,V,0.046,A
(11:51:33.597),[1.151406],CH1,=,1.438,V,0.046,A
(11:51:33.834),[1.3879028],CH1,=,1.45,V,0.046,A
(11:51:34.056),[1.6098408],CH1,=,1.457,V,0.046,A
(11:51:34.291),[1.8455329],CH1,=,1.462,V,0.046,A
(11:51:34.529),[2.0825808],CH1,=,1.465,V,0.046,A
(11:51:34.767),[2.320694],CH1,=,1.468,V,0.045,A
(11:51:35.002),[2.5559223],CH1,=,1.47,V,0.045,A
(11:51:35.237),[2.7910316],CH1,=,1.472,V,0.045,A
(11:51:35.473),[3.0271002],CH1,=,1.474,V,0.045,A
(11:51:35.709),[3.2625696],CH1,=,1.475,V,0.046,A
(11:51:35.961),[3.5146037],CH1,=,1.476,V,0.046,A
(11:51:36.199),[3.7530427],CH1,=,1.477,V,0.045,A
(11:51:36.435),[3.9889599],CH1,=,1.478,V,0.045,A
(11:51:36.672),[4.2259801],CH1,=,1.479,V,0.046,A
(11:51:36.905),[4.4588889],CH1,=,1.48,V,0.045,A
(11:51:37.140),[4.6940125],CH1,=,1.48,V,0.045,A
(11:51:37.376),[4.9301947],CH1,=,1.481,V,0.046,A
(11:51:37.613),[5.1669794],CH1,=,1.481,V,0.045,A
(11:51:37.850),[5.4038351],CH1,=,1.482,V,0.045,A
(11:51:38.070),[5.6235758],CH1,=,1.482,V,0.045,A
(11:51:38.305),[5.8589218],CH1,=,1.483,V,0.045,A
(11:51:38.541),[6.0949438],CH1,=,1.483,V,0.045,A
(11:51:38.776),[6.3302465],CH1,=,1.483,V,0.045,A
(11:51:39.012),[6.5658828],CH1,=,1.484,V,0.045,A
(11:51:39.249),[6.8034911],CH1,=,1.484,V,0.045,A
(11:51:39.487),[7.0409474],CH1,=,1.484,V,0.045,A
(11:51:39.723),[7.276566],CH1,=,1.485,V,0.045,A
(11:51:39.959),[7.5129084],CH1,=,1.485,V,0.045,A
(11:51:40.179),[7.7329577],CH1,=,1.485,V,0.045,A
(11:51:40.415),[7.9691268],CH1,=,1.485,V,0.045,A
(11:51:40.652),[8.2059433],CH1,=,1.485,V,0.045,A
(11:51:40.889),[8.442909],CH1,=,1.485,V,0.045,A
(11:51:41.125),[8.6789068],CH1,=,1.485,V,0.045,A
(11:51:41.361),[8.9153116],CH1,=,1.485,V,0.045,A
(11:51:41.598),[9.1517326],CH1,=,1.485,V,0.045,A
(11:51:41.834),[9.3879969],CH1,=,1.485,V,0.045,A
(11:51:42.072),[9.6259068],CH1,=,1.485,V,0.045,A
(11:51:42.308),[9.8624329],CH1,=,1.485,V,0.045,A
(11:51:42.545),[10.098909],CH1,=,1.485,V,0.045,A
(11:51:42.782),[10.3358164],CH1,=,1.485,V,0.045,A
(11:51:43.018),[10.5717619],CH1,=,1.485,V,0.045,A
(11:51:43.255),[10.8091956],CH1,=,1.486,V,0.045,A
(11:51:43.476),[11.029937],CH1,=,1.486,V,0.045,A
(11:51:43.712),[11.2660139],CH1,=,1.486,V,0.045,A
(11:51:43.950),[11.5036281],CH1,=,1.486,V,0.045,A
(11:51:44.185),[11.7390902],CH1,=,1.486,V,0.045,A
(11:51:44.423),[11.9769014],CH1,=,1.486,V,0.045,A
(11:51:44.660),[12.213935],CH1,=,1.486,V,0.045,A
(11:51:44.896),[12.449923],CH1,=,1.486,V,0.045,A
(11:51:45.132),[12.6859223],CH1,=,1.486,V,0.045,A
(11:51:45.367),[12.9209083],CH1,=,1.486,V,0.045,A
(11:51:45.603),[13.1569049],CH1,=,1.486,V,0.045,A
