mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
locked,45,0,1,2.204748879939446,0.0003345906112706132,2.872969629702688e-09,127.2420072555542,,377206113850.9873,1.0221938632020153e-09,0.07454161962370755,7.063192588097073e-07,1.0417159219797552,1.42201168596165,0.5781414736167363,0.7963699037890657,0.4273338745076237,1.608224212518
