mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge,xn0,xp0
free,10,14,1,0.2098823180863736,0.0008418754030383724,5.544245460034662e-09,32.05662655830383,,0.6090454557362291,2.201318962599827e-10,1.0154149621205277,0.011683635274879846,1.3988347848428875,1.0002341085373494,1.1231777498791375,0.00287904756896642,0.9998777533930178,0.9739286417879627,0.05950240548743683,0.12022376660579726
free,10,15,1,0.45133261361849897,0.0010883224725031226,8.95430108522231e-09,28.20306897163391,,659.8527139166841,1.1035506624536666e-07,0.5153691245573131,0.010357482798369032,1.0940005712718868,1.0726564320979173,0.9430972052987623,0.9023488645735713,0.8957354593537098,1.0617065676488322,0.19483148633716113,0.8033126804471886
free,10,5,1,0.39842614798845055,0.001760244716685122,2.4147926792257562e-08,27.502624034881592,,1.5812754979806989,6.878008400090031e-08,0.9680678939326351,0.011642743314631956,0.9832082054085167,1.0361217725716283,0.98692900878945,1.1831421099756394,0.6839054730822745,1.0181911103191235,0.3243310378149269,0.6905301383860981
free,10,4,1,1.9073584170995144,0.00041645513959842617,2.773438975123194e-08,28.319974184036255,,19.350671033894958,0.06869741683976509,0.6479716183797035,0.003922583232195142,1.656690358488722,1.028168195866637,1.3275090084334074,0.10713802749344582,0.9734133663377976,0.8944072511955042,0.5950433087934048,0.23818564521944308
free,10,0,1,0.17364637031435848,0.001003814867395647,2.9521472830188726e-08,32.15940475463867,,122.40494548596776,3.767425509898125e-10,0.5508772922374334,0.011979498332766752,3.6557314793591016,0.9773114235594855,1.0792835777787297,1.2357802154237244e-06,1.0521954716841084,0.9400956857475582,0.38080713374838415,0.2230785375197425
free,10,10,1,0.2072011168155239,0.00220115325875625,3.1337899285405604e-08,30.627872228622437,,2.3923230524695676,2.412066677083845e-10,0.9372322731145081,0.010577251952081493,1.421665247275199,1.0002356023600736,0.9625863536180423,0.0017060623498091018,0.8485019082473946,1.033173618374908,0.05765809560077331,0.340482856894989
free,10,2,1,0.2506016570624858,0.001209435920031865,3.5490969719360396e-08,31.58278489112854,,106.75881575276063,2.0488634195327192e-10,0.5719294503513407,0.014232819868588086,0.9974758470240447,0.9942868175137202,1.0364957961114525,0.5644902537488155,1.0271248010338936,0.9621544105565167,0.13884923627563278,0.13665528807135663
free,10,11,1,0.4584434130618753,0.0022934808874861545,3.600667232000341e-08,27.796185970306396,,2.76232542372548,1.2466622398947996e-07,0.957492927115873,0.012143324277321281,1.1452330178815773,1.1639195939716125,0.8899118103288097,0.26457945982112135,0.19756691214476024,1.0735850855488427,0.0911656975357985,0.7234956620497804
free,10,1,1,0.44547870790728616,0.0011921460342989576,5.171600250999828e-08,27.70442771911621,,20.056862982772685,1.1942944732655151e-07,0.7416362557229899,0.01284499748765475,0.97668028204782,1.0294550856656535,0.992727268648663,1.0217243386375898,0.9896024864262853,1.0344292737598724,0.26499705883604885,0.8071484017100177
free,10,7,1,0.5277458718962684,0.001671493376404598,9.829896817721406e-08,27.832457304000854,,91.43014464201875,1.5391958431829448e-07,0.611856602384822,0.0037438071663525147,1.0639710661709485,0.834386616176468,1.0363427955096,2.8263286876276577,16.864131636837808,1.0100891356956707,0.4672690978189429,0.5187423824808713
free,10,6,0,inf,inf,inf,109.93124556541443,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,,0.8004413639966537,0.7061450781223945
free,10,3,0,inf,inf,inf,107.99791288375854,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,,0.7989085180431357,0.38960198963881565
free,10,8,0,inf,inf,inf,106.88163495063782,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,,0.5657755549277114,0.6599822247814947
free,10,9,0,inf,inf,inf,106.97932648658752,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,,0.8664660098527802,0.4462953961457779
free,10,13,0,inf,inf,inf,106.8210780620575,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,,0.77912567394937,0.648541275727447
