mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,49,15,1,1.7182602268534612,0.0008453654365911945,1.3121019463263827e-08,158.32864117622375,,13590.073561542404,0.007499872970490239,0.3833359474861344,0.0043137805763138375,0.08059709912553742,1.4492344326890936,0.7761562023284179,0.008974598486907136,1.064529829360815,1.00815868060863
free,49,14,1,0.22120517415152996,0.0012901954262041215,1.776268719984926e-08,219.24590301513672,,2.0673219069087327,1.502816152971163e-10,0.9285813633196364,0.009697180360475552,2.884431062157753,1.0125879840676477,0.9982967579041759,0.054569018112377986,1.0242958620480707,0.998854882657504
free,49,5,1,0.21302929041259766,0.0013691012380814271,2.062347508865403e-08,218.50137209892273,,0.9991674252477204,1.4331295212211822e-10,1.0117467995931244,0.007851347079202412,1.8039914540950184,14.039352311181407,1.0288487022259678,0.14781731225084954,0.0005654446820552122,1.013416234306046
free,49,6,1,1.8680009417674572,0.0006553674347191674,2.592680705414186e-08,159.04661774635315,,22367.167535979203,0.02990970304976505,0.327946439934223,0.0033680047068574267,0.00033119017540071536,1.429043093634635,0.9327274154741416,0.01649181343006946,1.169585300755256,0.9049044784782282
free,49,0,1,0.2184392099784631,0.0017576094040343548,3.102836260740114e-08,225.95501613616943,,1.4412471554204207,1.4676834537044883e-10,1.015845294326472,0.00888784122429389,2.163427096380002,1.1463696538378725,0.9358010286261578,0.10510534372133704,0.6986143664626834,1.0542290253830842
free,49,12,1,0.2518673836460046,0.0006349036634212268,3.27288307837345e-08,157.33031249046326,,5788.66905311431,9.306156861443783e-09,0.41394154016634066,0.005435070291022997,1.2442209733189848,2.9785519765899413,0.8064466421944159,0.9121847064571973,0.146927528033168,0.9987208877463457
free,49,13,1,0.012052592113064975,0.0003795935279917728,3.3866629170764965e-08,178.5904393196106,,8132.640641686683,1.0709081342177298e-09,0.359352615196005,0.006500350311054417,1.2713436243535141,2.5024036240075116,0.9121568057589406,0.8067227880456214,0.15005171635436995,0.8826990197303629
free,49,1,1,0.05642949955493215,0.000997338633268896,3.471693058569953e-08,224.96293187141418,,8.08600441922665,6.005134231267621e-10,0.8125532896545732,0.006387008665161485,1.6405142459386277,3.177713199779329,0.9333968307274078,0.2492484251777794,0.2512523828329381,1.0043657822287242
free,49,7,1,2.1828816009763017,0.001836838066321178,3.633979290388316e-08,630.4677441120148,,539863.9727282596,0.5965598671021907,119.54555587544196,0.0006924340872044704,1.014797773046199,1.5970138216829848,1.0737679418928527,1.243042265795695,1.2162467224762865,0.6341344717001387
free,49,11,1,0.14552255671411096,0.0007335989583285851,4.948860941541602e-08,219.69426107406616,,13674.31285091968,2.689595849761018e-10,0.28816359403985964,0.0060750206544602035,2.120611627347335,1.173764099380068,1.0674933640189805,0.21340043230567873,1.390971783136531,0.7577450526343403
