mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,13,12,1,0.45867748350310933,0.0007351717364478816,9.4113368900114e-09,197.37481212615967,,118.37397919229511,1.0390262304166008e-07,0.6440526362786692,0.004359861623133713,4.072166844786677,1.0158974285442897,1.0408044877947917,0.09774018039974583,1.2034707958853492,1.0690499647951783
free,13,5,1,0.2624307711280167,0.0013576195487630116,1.7234935814157144e-08,268.7279245853424,,7.633125607302619,1.5099762177757132e-10,0.8071720930541477,0.0072050482534803395,32.815886776785725,1.7527801878576479,0.9830795335651085,4.49617798567757e-05,0.17234508904449206,1.004725240791293
free,13,1,1,0.07403289128839141,0.0007068487533086198,2.023190008381174e-08,198.85260391235352,,3230.9243339953987,3.2854954279356248e-09,0.4295793667288475,0.0062986155555792515,1.0705242421296142,1.2112892672112707,0.9792375814603356,0.9000709215543858,1.374692403147974,1.0213841427850858
free,13,10,1,0.43527274897551393,0.0014079434975027283,2.1837833869340483e-08,193.0458288192749,,0.7563960831459451,1.3655333196180496e-07,1.0508323372138282,0.015332780831720358,1.1899218152075792,1.0435112563942224,0.9622596849704427,0.609048315457907,0.8779179283940651,1.019494043987701
free,13,4,1,0.4212425422027124,0.0013535073238770678,2.714717848624958e-08,197.90366625785828,,1.480741354205541,9.533719015453643e-08,1.0029796246520486,0.010105666643271293,1.0305858262500494,1.0925612007442593,0.9495118331447258,0.9535438682642647,0.8020009313600658,1.0455456729513144
free,13,6,1,0.17206681040699223,0.0007587217728861617,3.3897030277718114e-08,274.1820869445801,,1103.6284813907237,3.27602966614113e-10,0.4352934305887159,0.0046959643741205015,0.8641272798612882,0.9271867143471629,1.0764192888606654,0.012312930921722857,1.3196879637514416,0.9227549477566716
free,13,7,1,0.29232926681620164,0.0023396858385567043,5.46542203164872e-08,263.19224786758423,,1.8090831344492617,1.5987034337888464e-10,1.101417653441936,0.013914234393714307,1.0198516432801321,0.984615129022457,0.8560799105654702,0.9993516831510507,1.0566521509342117,1.1734246965399882
free,13,11,1,0.8394982977061414,0.0016393455233654208,7.712520981245341e-08,189.21787118911743,,9534.513253966776,3.254732488728073e-06,0.507035628380979,0.0029107976859915168,0.0003903791065193968,0.05858381003216725,0.6118813651565101,0.012150709069579761,0.20935716335861732,1.3604649542099336
free,13,9,1,0.364073545516554,0.0009603286585875281,9.308755661725803e-08,197.5193109512329,,18803.697029629522,4.305772395279781e-08,0.3435649457881502,0.00432682828061731,0.10934259847346854,1.125420833891865,1.0736629117974226,0.03508233149973568,1.1371331819799706,0.9851928115238086
free,13,14,1,1.378047673277278,0.0007028032256339856,1.533070811081453e-07,191.04303216934204,,47931.54071401012,0.00047803153441560494,0.37371896208479377,0.0026118073805006287,0.00020506433049189386,0.31973440141303333,0.7703407549633328,0.8203821906870779,4.861412440258693,1.1892719916469046
free,13,3,0,inf,inf,inf,607.4433951377869,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,
free,13,0,0,inf,inf,inf,349.10229897499084,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,
free,13,2,0,inf,inf,inf,627.7877559661865,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",,,,,,,,,,
